1988,7,15,F,6054
1988,7,15,M,6375
1988,7,16,F,4787
1988,7,16,M,5048
1988,7,17,F,4567
1988,7,17,M,4741
1988,7,18,F,5763
1988,7,18,M,5936
1988,7,19,F,5911
1988,7,19,M,6274
1988,7,20,F,5971
1988,7,20,M,6125
1988,7,21,F,5828
1988,7,21,M,6099
1988,7,22,F,5894
1988,7,22,M,6218
1988,7,23,F,4715
1988,7,23,M,5081
1988,7,24,F,4483
1988,7,24,M,4646
1988,7,25,F,5676
1988,7,25,M,5965
1988,7,26,F,6047
1988,7,26,M,6297
1988,7,27,F,5897
1988,7,27,M,6267
1988,7,28,F,5872
1988,7,28,M,6323
1988,7,29,F,5959
1988,7,29,M,6345
1988,7,30,F,5033
1988,7,30,M,5152
1988,7,31,F,4636
1988,7,31,M,4725
1988,8,1,F,5832
1988,8,1,M,5974
1988,8,2,F,5969
1988,8,2,M,6196
1988,8,3,F,5831
1988,8,3,M,6114
1988,8,4,F,5841
1988,8,4,M,6315
1988,8,5,F,5976
1988,8,5,M,6198
1988,8,6,F,4925
1988,8,6,M,5030
1988,8,7,F,4517
1988,8,7,M,4690
1988,8,8,F,6043
1988,8,8,M,6370
1988,8,9,F,6033
1988,8,9,M,6249
1988,8,10,F,5853
1988,8,10,M,6162
1988,8,11,F,5929
1988,8,11,M,6275
1988,8,12,F,5874
1988,8,12,M,6352
1988,8,13,F,4876
1988,8,13,M,5041
1988,8,14,F,4606
1988,8,14,M,4828
1988,8,15,F,5635
1988,8,15,M,6134
1988,8,16,F,6102
1988,8,16,M,6332
1988,8,17,F,5775
1988,8,17,M,6221
1988,8,18,F,6070
1988,8,18,M,6258
1988,8,19,F,5942
1988,8,19,M,6225
1988,8,20,F,4781
1988,8,20,M,4981
1988,8,21,F,4581
1988,8,21,M,4690
1988,8,22,F,5677
1988,8,22,M,6006
1988,8,23,F,5985
1988,8,23,M,6251
1988,8,24,F,5811
1988,8,24,M,6120
1988,8,25,F,5929
1988,8,25,M,6177
1988,8,26,F,5955
1988,8,26,M,6288
1988,8,27,F,4729
1988,8,27,M,4995
1988,8,28,F,4475
1988,8,28,M,4795
1988,8,29,F,5619
1988,8,29,M,5978
1988,8,30,F,6071
1988,8,30,M,6209
1988,8,31,F,5846
